Date;Time;Temperature (°F);Wind Speed (ave) (mph);Relative Humidity (% RH);Pyranometer 0-2000 W/m² (W/m²);Precipitation II (inch)
10/18/21;12:00 AM;55.7;1.7;100.0;1.7;0.000
10/18/21;12:15 AM;55.8;1.1;100.0;1.7;0.000
10/18/21;12:30 AM;55.8;1.0;100.0;1.4;0.000
10/18/21;12:45 AM;55.8;0.8;100.0;1.5;0.000
10/18/21;1:00 AM;55.7;0.2;100.0;1.2;0.000
10/18/21;1:15 AM;55.7;0.1;100.0;1.2;0.000
10/18/21;1:30 AM;55.3;1.4;100.0;1.5;0.000
10/18/21;1:45 AM;54.4;0.8;99.7;1.9;0.000
10/18/21;2:00 AM;54.3;1.7;97.1;1.7;0.000
10/18/21;2:15 AM;54.1;2.1;93.7;1.2;0.000
10/18/21;2:30 AM;54.5;2.1;92.5;0.8;0.000
10/18/21;2:45 AM;54.4;4.0;93.9;0.1;0.000
10/18/21;3:00 AM;54.0;2.7;95.9;0.0;0.000
10/18/21;3:15 AM;53.8;1.9;96.9;0.0;0.000
10/18/21;3:30 AM;53.6;0.8;97.2;0.1;0.000
10/18/21;3:45 AM;53.4;2.3;97.0;0.5;0.000
10/18/21;4:00 AM;52.6;5.2;94.4;0.1;0.000
10/18/21;4:15 AM;52.6;4.7;93.8;0.1;0.000
10/18/21;4:30 AM;52.7;4.2;92.3;0.4;0.000
10/18/21;4:45 AM;53.0;1.8;90.6;0.4;0.000
10/18/21;5:00 AM;53.1;1.8;87.9;0.4;0.000
10/18/21;5:15 AM;53.4;3.8;81.7;0.0;0.000
10/18/21;5:30 AM;53.1;3.5;79.3;0.0;0.000
10/18/21;5:45 AM;52.6;4.1;79.6;0.0;0.000
10/18/21;6:00 AM;52.4;3.6;78.9;0.0;0.000
10/18/21;6:15 AM;52.3;2.7;77.8;0.0;0.000
10/18/21;6:30 AM;52.1;2.6;77.5;0.0;0.000
10/18/21;6:45 AM;51.7;1.8;77.4;0.0;0.000
10/18/21;7:00 AM;52.1;3.2;77.4;0.0;0.000
10/18/21;7:15 AM;52.0;3.8;77.9;0.1;0.000
10/18/21;7:30 AM;51.8;3.5;80.0;5.7;0.000
10/18/21;7:45 AM;51.1;1.4;80.8;13.4;0.000
10/18/21;8:00 AM;50.2;1.8;81.5;20.5;0.000
10/18/21;8:15 AM;49.9;1.5;83.0;38.9;0.000
10/18/21;8:30 AM;49.9;2.4;86.1;57.4;0.000
10/18/21;8:45 AM;53.1;3.7;80.8;195.9;0.000
10/18/21;9:00 AM;54.9;5.5;74.1;329.5;0.000
10/18/21;9:15 AM;55.5;6.2;72.4;386.4;0.000
10/18/21;9:30 AM;55.8;7.6;71.0;443.6;0.000
10/18/21;9:45 AM;56.4;7.3;68.4;495.2;0.000
10/18/21;10:00 AM;56.7;8.0;66.3;544.1;0.000
10/18/21;10:15 AM;58.3;6.4;61.9;588.0;0.000
10/18/21;10:30 AM;59.8;5.7;58.1;622.5;0.000
10/18/21;10:45 AM;60.0;6.5;55.6;656.7;0.000
10/18/21;11:00 AM;60.7;6.2;54.1;684.1;0.000
10/18/21;11:15 AM;61.1;7.2;51.3;708.9;0.000
10/18/21;11:30 AM;61.2;6.7;51.9;732.0;0.000
10/18/21;11:45 AM;61.4;7.5;51.3;751.7;0.000
10/18/21;12:00 PM;61.9;7.0;50.7;771.1;0.000
10/18/21;12:15 PM;63.1;6.9;47.9;791.2;0.000
10/18/21;12:30 PM;63.1;7.8;47.6;794.0;0.000
10/18/21;12:45 PM;63.8;6.2;47.2;812.5;0.000
10/18/21;1:00 PM;63.5;5.0;49.8;466.8;0.000
10/18/21;1:15 PM;64.2;3.8;50.7;690.0;0.000
10/18/21;1:30 PM;64.4;4.8;50.8;740.2;0.000
10/18/21;1:45 PM;64.3;4.7;51.3;810.3;0.000
10/18/21;2:00 PM;64.2;4.5;51.9;800.7;0.000
10/18/21;2:15 PM;63.9;4.9;52.2;739.1;0.000
10/18/21;2:30 PM;63.3;5.0;54.2;691.5;0.000
10/18/21;2:45 PM;64.1;4.0;53.7;679.6;0.000
10/18/21;3:00 PM;64.1;4.2;54.3;612.2;0.000
10/18/21;3:15 PM;63.3;4.6;56.1;601.9;0.000
10/18/21;3:30 PM;63.2;3.9;55.4;560.7;0.000
10/18/21;3:45 PM;63.0;3.7;55.7;517.6;0.000
10/18/21;4:00 PM;63.0;4.3;55.1;475.4;0.000
10/18/21;4:15 PM;62.3;6.0;57.1;425.9;0.000
10/18/21;4:30 PM;62.1;5.5;57.4;373.8;0.000
10/18/21;4:45 PM;61.1;6.4;58.6;320.6;0.000
10/18/21;5:00 PM;60.6;5.9;60.4;267.3;0.000
10/18/21;5:15 PM;60.3;4.8;63.0;214.5;0.000
10/18/21;5:30 PM;59.4;4.0;66.8;159.9;0.000
10/18/21;5:45 PM;58.7;3.5;69.8;106.2;0.000
10/18/21;6:00 PM;57.6;4.7;73.0;52.2;0.000
10/18/21;6:15 PM;56.4;2.6;75.5;9.4;0.000
10/18/21;6:30 PM;55.5;2.6;78.1;1.0;0.000
10/18/21;6:45 PM;55.0;2.5;79.7;0.0;0.000
10/18/21;7:00 PM;54.4;0.7;80.6;0.0;0.000
10/18/21;7:15 PM;53.9;0.1;83.2;0.0;0.000
10/18/21;7:30 PM;53.6;0.1;86.3;0.0;0.000
10/18/21;7:45 PM;53.4;0.1;89.1;0.0;0.000
10/18/21;8:00 PM;52.2;0.1;89.9;0.0;0.000
10/18/21;8:15 PM;50.9;1.5;90.9;0.0;0.000
10/18/21;8:30 PM;50.1;1.0;92.7;0.0;0.000
10/18/21;8:45 PM;49.8;0.1;93.7;0.0;0.000
10/18/21;9:00 PM;49.3;0.1;94.6;0.0;0.000
10/18/21;9:15 PM;49.0;0.4;95.3;0.0;0.000
10/18/21;9:30 PM;49.0;0.1;95.5;0.0;0.000
10/18/21;9:45 PM;48.9;0.1;95.2;0.0;0.000
10/18/21;10:00 PM;48.1;0.1;94.8;0.0;0.000
10/18/21;10:15 PM;47.3;0.1;95.3;0.0;0.000
10/18/21;10:30 PM;46.4;0.1;96.0;0.0;0.000
10/18/21;10:45 PM;45.7;0.1;96.7;0.0;0.000
10/18/21;11:00 PM;45.4;0.1;97.2;0.0;0.000
10/18/21;11:15 PM;45.1;0.1;96.8;0.0;0.000
10/18/21;11:30 PM;44.8;0.1;96.3;0.0;0.000
10/18/21;11:45 PM;44.7;0.1;95.6;0.0;0.000
10/19/21;12:00 AM;44.7;0.1;95.2;0.0;0.000
10/19/21;12:15 AM;44.8;0.1;94.5;0.0;0.000
10/19/21;12:30 AM;48.3;1.4;87.5;2.0;0.000
10/19/21;12:45 AM;50.8;0.1;74.5;0.0;0.000
10/19/21;1:00 AM;52.0;0.1;69.8;0.0;0.000
10/19/21;1:15 AM;52.1;0.1;68.3;0.0;0.000
10/19/21;1:30 AM;52.7;1.7;66.4;0.0;0.000
10/19/21;1:45 AM;52.3;2.4;66.9;0.0;0.000
10/19/21;2:00 AM;55.1;6.0;60.8;0.0;0.000
10/19/21;2:15 AM;54.9;5.5;60.7;0.0;0.000
10/19/21;2:30 AM;54.9;4.6;60.1;0.0;0.000
10/19/21;2:45 AM;54.3;4.1;61.7;0.0;0.000
10/19/21;3:00 AM;54.5;5.3;61.3;0.0;0.000
10/19/21;3:15 AM;54.8;6.1;60.8;0.0;0.000
10/19/21;3:30 AM;54.7;6.8;61.1;0.0;0.000
10/19/21;3:45 AM;54.8;6.6;60.1;0.0;0.000
10/19/21;4:00 AM;55.1;6.4;58.6;0.0;0.000
10/19/21;4:15 AM;55.0;5.3;58.5;0.0;0.000
10/19/21;4:30 AM;54.5;3.0;58.7;0.0;0.000
10/19/21;4:45 AM;54.4;3.7;58.7;0.0;0.000
10/19/21;5:00 AM;54.6;3.2;57.9;0.0;0.000
10/19/21;5:15 AM;55.0;3.4;56.8;0.0;0.000
10/19/21;5:30 AM;55.1;4.3;56.4;0.0;0.000
10/19/21;5:45 AM;55.7;4.3;55.0;0.0;0.000
10/19/21;6:00 AM;52.8;1.6;61.1;0.0;0.000
10/19/21;6:15 AM;50.2;0.1;69.1;0.0;0.000
10/19/21;6:30 AM;48.9;1.0;72.3;0.0;0.000
10/19/21;6:45 AM;50.5;2.7;68.7;0.0;0.000
10/19/21;7:00 AM;52.9;3.7;61.3;0.0;0.000
10/19/21;7:15 AM;53.8;3.3;59.2;0.1;0.000
10/19/21;7:30 AM;53.9;5.0;59.2;5.9;0.000
10/19/21;7:45 AM;54.5;4.7;57.8;13.1;0.000
10/19/21;8:00 AM;54.4;4.6;57.9;19.9;0.000
10/19/21;8:15 AM;54.6;4.3;57.6;31.2;0.000
10/19/21;8:30 AM;52.8;2.6;65.0;49.7;0.000
10/19/21;8:45 AM;52.8;3.2;65.7;187.6;0.000
10/19/21;9:00 AM;54.4;2.3;65.8;327.4;0.000
10/19/21;9:15 AM;55.8;2.6;62.3;381.5;0.000
10/19/21;9:30 AM;57.3;2.0;59.2;436.1;0.000
10/19/21;9:45 AM;58.7;2.6;56.0;488.3;0.000
10/19/21;10:00 AM;61.0;2.4;50.1;535.7;0.000
10/19/21;10:15 AM;62.2;1.9;47.0;579.1;0.000
10/19/21;10:30 AM;62.9;2.7;45.2;618.2;0.000
10/19/21;10:45 AM;64.2;3.3;41.7;651.3;0.000
10/19/21;11:00 AM;65.6;2.8;40.9;677.9;0.000
10/19/21;11:15 AM;65.4;3.9;42.4;703.4;0.000
10/19/21;11:30 AM;65.8;4.9;44.0;724.1;0.000
10/19/21;11:45 AM;66.0;4.5;44.7;743.9;0.000
10/19/21;12:00 PM;66.2;4.1;45.2;760.4;0.000
10/19/21;12:15 PM;65.9;4.7;46.3;771.6;0.000
10/19/21;12:30 PM;66.3;4.7;47.9;780.5;0.000
10/19/21;12:45 PM;66.0;5.3;49.4;781.0;0.000
10/19/21;1:00 PM;65.7;4.7;51.2;776.8;0.000
10/19/21;1:15 PM;65.8;4.5;51.6;767.8;0.000
10/19/21;1:30 PM;65.9;4.3;51.3;760.1;0.000
10/19/21;1:45 PM;65.4;5.1;54.0;748.8;0.000
10/19/21;2:00 PM;66.0;4.4;55.0;732.8;0.000
10/19/21;2:15 PM;66.4;4.0;54.0;712.5;0.000
10/19/21;2:30 PM;67.4;3.4;52.0;686.1;0.000
10/19/21;2:45 PM;67.0;4.0;50.5;655.7;0.000
10/19/21;3:00 PM;67.4;5.1;49.0;624.4;0.000
10/19/21;3:15 PM;67.3;4.3;49.0;590.4;0.000
10/19/21;3:30 PM;67.9;4.6;47.5;555.9;0.000
10/19/21;3:45 PM;67.2;4.1;48.0;512.4;0.000
10/19/21;4:00 PM;66.6;4.6;46.7;463.1;0.000
10/19/21;4:15 PM;66.8;4.2;46.5;416.4;0.000
10/19/21;4:30 PM;66.4;4.7;44.7;364.7;0.000
10/19/21;4:45 PM;65.9;4.7;43.8;312.5;0.000
10/19/21;5:00 PM;65.6;4.3;43.6;260.2;0.000
10/19/21;5:15 PM;65.2;3.7;43.5;209.1;0.000
10/19/21;5:30 PM;64.7;3.9;43.3;152.4;0.000
10/19/21;5:45 PM;63.7;4.0;43.6;89.2;0.000
10/19/21;6:00 PM;62.5;3.8;44.2;23.2;0.000
10/19/21;6:15 PM;61.5;3.1;46.0;3.3;0.000
10/19/21;6:30 PM;59.7;3.1;48.9;0.0;0.000
10/19/21;6:45 PM;58.2;1.9;53.6;0.0;0.000
10/19/21;7:00 PM;56.7;0.1;56.5;0.0;0.000
10/19/21;7:15 PM;55.1;0.1;59.4;0.0;0.000
10/19/21;7:30 PM;53.8;0.1;60.4;0.0;0.000
10/19/21;7:45 PM;52.8;0.7;62.1;0.0;0.000
10/19/21;8:00 PM;52.2;0.1;62.7;0.0;0.000
10/19/21;8:15 PM;52.4;2.7;63.1;0.0;0.000
10/19/21;8:30 PM;52.6;3.0;62.4;0.0;0.000
10/19/21;8:45 PM;52.2;0.8;63.0;0.0;0.000
10/19/21;9:00 PM;51.9;0.3;64.1;0.0;0.000
10/19/21;9:15 PM;51.1;0.1;64.8;0.0;0.000
10/19/21;9:30 PM;50.4;0.1;66.3;0.0;0.000
10/19/21;9:45 PM;50.3;2.5;66.8;0.0;0.000
10/19/21;10:00 PM;50.9;1.1;65.7;0.0;0.000
10/19/21;10:15 PM;51.8;1.3;64.7;0.0;0.000
10/19/21;10:30 PM;50.9;0.1;66.5;0.0;0.000
10/19/21;10:45 PM;50.5;0.1;67.7;0.0;0.000
10/19/21;11:00 PM;49.6;0.1;69.3;0.0;0.000
10/19/21;11:15 PM;49.7;1.7;70.0;0.0;0.000
10/19/21;11:30 PM;49.0;0.1;70.5;0.0;0.000
10/19/21;11:45 PM;48.1;0.1;71.8;0.0;0.000
10/20/21;12:15 AM;49.9;0.1;72.0;0.0;0.000
10/20/21;12:30 AM;49.0;0.1;73.2;0.0;0.000
10/20/21;12:45 AM;49.7;0.9;73.0;0.0;0.000
10/20/21;1:00 AM;50.5;1.8;70.3;0.0;0.000
10/20/21;1:15 AM;49.4;0.1;71.9;0.0;0.000
10/20/21;1:30 AM;48.3;1.1;73.7;0.0;0.000
10/20/21;1:45 AM;48.4;0.2;74.0;0.0;0.000
10/20/21;2:00 AM;48.0;0.1;74.7;0.0;0.000
10/20/21;2:15 AM;47.4;0.5;76.0;0.0;0.000
10/20/21;2:30 AM;46.6;0.1;76.6;0.0;0.000
10/20/21;2:45 AM;45.7;0.1;76.8;0.0;0.000
10/20/21;3:00 AM;44.7;0.1;78.5;0.0;0.000
10/20/21;3:15 AM;44.5;0.1;80.6;0.0;0.000
10/20/21;3:30 AM;44.1;0.1;81.7;0.0;0.000
10/20/21;3:45 AM;43.7;0.1;82.7;0.0;0.000
10/20/21;4:00 AM;43.5;0.1;84.0;0.0;0.000
10/20/21;4:15 AM;43.6;0.1;85.4;0.0;0.000
10/20/21;4:30 AM;43.6;0.1;86.0;0.0;0.000
10/20/21;4:45 AM;43.1;0.1;86.5;0.0;0.000
10/20/21;5:00 AM;43.3;0.1;86.3;0.0;0.000
10/20/21;5:15 AM;43.2;0.1;86.7;0.0;0.000
10/20/21;5:30 AM;43.5;0.1;87.2;0.0;0.000
10/20/21;5:45 AM;43.9;0.1;87.6;0.1;0.000
10/20/21;6:00 AM;43.9;0.1;87.2;0.0;0.000
10/20/21;6:15 AM;43.8;0.1;87.8;0.0;0.000
10/20/21;6:30 AM;43.9;0.1;88.3;0.1;0.000
10/20/21;6:45 AM;44.2;0.1;88.3;0.0;0.000
10/20/21;7:00 AM;44.3;0.1;88.2;0.1;0.000
10/20/21;7:15 AM;44.6;0.1;88.3;2.5;0.000
10/20/21;7:30 AM;45.2;0.1;87.8;11.2;0.000
10/20/21;7:45 AM;46.4;0.1;87.2;32.1;0.000
10/20/21;8:00 AM;48.0;0.1;85.6;60.5;0.000
10/20/21;8:15 AM;49.8;0.1;83.3;82.8;0.000
10/20/21;8:30 AM;51.9;0.1;80.4;74.5;0.000
10/20/21;8:45 AM;54.4;0.1;73.7;147.7;0.000
10/20/21;9:00 AM;59.4;0.1;65.2;332.6;0.000
10/20/21;9:15 AM;62.1;0.2;56.7;364.6;0.000
10/20/21;9:30 AM;62.0;1.4;53.6;315.1;0.000
10/20/21;9:45 AM;62.4;2.0;53.7;364.8;0.000
10/20/21;10:00 AM;61.9;2.7;55.6;438.7;0.000
10/20/21;10:15 AM;63.0;2.3;54.1;343.1;0.000
10/20/21;10:30 AM;63.2;2.3;54.0;500.1;0.000
10/20/21;10:45 AM;66.1;1.8;46.9;615.9;0.000
10/20/21;11:00 AM;68.2;1.6;42.5;532.4;0.000
10/20/21;11:15 AM;69.5;1.8;38.5;639.3;0.000
10/20/21;11:30 AM;69.8;3.3;34.8;680.3;0.000
10/20/21;11:45 AM;71.0;2.6;33.3;718.4;0.000
10/20/21;12:00 PM;71.9;2.6;30.7;725.6;0.000
10/20/21;12:15 PM;72.9;2.8;27.5;682.9;0.000
10/20/21;12:30 PM;73.3;4.3;31.3;772.0;0.000
10/20/21;12:37 PM;*;*;*;*;*
10/20/21;12:45 PM;70.3;6.7;42.7;799.5;0.000
10/20/21;1:00 PM;70.6;4.6;41.1;795.1;0.000
10/20/21;1:15 PM;69.2;5.6;39.4;650.7;0.000
10/20/21;1:30 PM;68.6;4.5;36.9;514.7;0.000
10/20/21;1:45 PM;69.5;4.3;36.8;636.6;0.000
10/20/21;2:00 PM;69.3;4.3;33.7;473.8;0.000
10/20/21;2:15 PM;68.7;5.6;32.6;641.6;0.000
10/20/21;2:30 PM;69.7;4.8;34.1;657.3;0.000
10/20/21;2:45 PM;69.2;3.6;32.4;494.9;0.000
10/20/21;3:00 PM;70.6;3.6;33.4;611.9;0.000
