Place,Date,Time,Value_Cloacal,Unit,Thermocouple_Cloacal,Value_Dorsal,Unit,Thermocouple_Dorsal,Value,Unit,Value,Unit,Lizard
16,10/11/2021,13:22:53,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
17,10/11/2021,13:22:54,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
18,10/11/2021,13:22:55,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
19,10/11/2021,13:22:56,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
20,10/11/2021,13:22:57,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
21,10/11/2021,13:22:58,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
22,10/11/2021,13:22:59,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
23,10/11/2021,13:23:00,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
24,10/11/2021,13:23:01,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
25,10/11/2021,13:23:02,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
26,10/11/2021,13:23:03,24.4,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
27,10/11/2021,13:23:04,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
28,10/11/2021,13:23:05,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
29,10/11/2021,13:23:06,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
30,10/11/2021,13:23:07,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
31,10/11/2021,13:23:08,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
32,10/11/2021,13:23:09,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
33,10/11/2021,13:23:10,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
34,10/11/2021,13:23:11,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
35,10/11/2021,13:23:12,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
36,10/11/2021,13:23:13,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
37,10/11/2021,13:23:14,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
38,10/11/2021,13:23:15,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
39,10/11/2021,13:23:16,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
40,10/11/2021,13:23:17,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
41,10/11/2021,13:23:18,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
42,10/11/2021,13:23:19,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
43,10/11/2021,13:23:20,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
44,10/11/2021,13:23:21,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
45,10/11/2021,13:23:22,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
46,10/11/2021,13:23:23,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
47,10/11/2021,13:23:24,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
48,10/11/2021,13:23:25,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
49,10/11/2021,13:23:26,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
50,10/11/2021,13:23:27,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
51,10/11/2021,13:23:28,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
52,10/11/2021,13:23:29,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
53,10/11/2021,13:23:30,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
54,10/11/2021,13:23:31,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
55,10/11/2021,13:23:32,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
56,10/11/2021,13:23:33,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
57,10/11/2021,13:23:34,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
58,10/11/2021,13:23:35,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
59,10/11/2021,13:23:36,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
60,10/11/2021,13:23:37,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
61,10/11/2021,13:23:38,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
62,10/11/2021,13:23:39,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
63,10/11/2021,13:23:40,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
64,10/11/2021,13:23:41,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
65,10/11/2021,13:23:42,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
66,10/11/2021,13:23:43,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
67,10/11/2021,13:23:44,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
68,10/11/2021,13:23:45,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
69,10/11/2021,13:23:46,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
70,10/11/2021,13:23:47,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
71,10/11/2021,13:23:48,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
72,10/11/2021,13:23:49,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
73,10/11/2021,13:23:50,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
74,10/11/2021,13:23:51,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
75,10/11/2021,13:23:52,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
76,10/11/2021,13:23:53,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
77,10/11/2021,13:23:54,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
78,10/11/2021,13:23:55,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
79,10/11/2021,13:23:56,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
80,10/11/2021,13:23:57,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
81,10/11/2021,13:23:58,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
82,10/11/2021,13:23:59,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
83,10/11/2021,13:24:00,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
84,10/11/2021,13:24:01,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
85,10/11/2021,13:24:02,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
86,10/11/2021,13:24:03,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
87,10/11/2021,13:24:04,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
88,10/11/2021,13:24:05,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
89,10/11/2021,13:24:06,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
90,10/11/2021,13:24:07,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
91,10/11/2021,13:24:08,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
92,10/11/2021,13:24:09,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
93,10/11/2021,13:24:10,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
94,10/11/2021,13:24:11,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
95,10/11/2021,13:24:12,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
96,10/11/2021,13:24:13,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
97,10/11/2021,13:24:14,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
98,10/11/2021,13:24:15,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
99,10/11/2021,13:24:16,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
100,10/11/2021,13:24:17,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
101,10/11/2021,13:24:18,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
102,10/11/2021,13:24:19,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
103,10/11/2021,13:24:20,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
104,10/11/2021,13:24:21,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
105,10/11/2021,13:24:22,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
106,10/11/2021,13:24:23,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
107,10/11/2021,13:24:24,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
108,10/11/2021,13:24:25,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
109,10/11/2021,13:24:26,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
110,10/11/2021,13:24:27,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
111,10/11/2021,13:24:28,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
112,10/11/2021,13:24:29,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
113,10/11/2021,13:24:30,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
114,10/11/2021,13:24:31,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
115,10/11/2021,13:24:32,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
116,10/11/2021,13:24:33,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
117,10/11/2021,13:24:34,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
118,10/11/2021,13:24:35,24.2,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
119,10/11/2021,13:24:36,24.3,T1 KTemp C,E,24.5,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
120,10/11/2021,13:24:37,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
121,10/11/2021,13:24:38,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
122,10/11/2021,13:24:39,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
123,10/11/2021,13:24:40,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
124,10/11/2021,13:24:41,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
125,10/11/2021,13:24:42,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
126,10/11/2021,13:24:43,24.3,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
127,10/11/2021,13:24:44,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
128,10/11/2021,13:24:45,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
129,10/11/2021,13:24:46,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
130,10/11/2021,13:24:47,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
131,10/11/2021,13:24:48,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
132,10/11/2021,13:24:49,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
133,10/11/2021,13:24:50,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
134,10/11/2021,13:24:51,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
135,10/11/2021,13:24:52,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
136,10/11/2021,13:24:53,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
137,10/11/2021,13:24:54,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
138,10/11/2021,13:24:55,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
139,10/11/2021,13:24:56,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
140,10/11/2021,13:24:57,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
141,10/11/2021,13:24:58,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
142,10/11/2021,13:24:59,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
143,10/11/2021,13:25:00,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
144,10/11/2021,13:25:01,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
145,10/11/2021,13:25:02,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
146,10/11/2021,13:25:03,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
147,10/11/2021,13:25:04,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
148,10/11/2021,13:25:05,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
149,10/11/2021,13:25:06,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
150,10/11/2021,13:25:07,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
151,10/11/2021,13:25:08,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
152,10/11/2021,13:25:09,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
153,10/11/2021,13:25:10,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
154,10/11/2021,13:25:11,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
155,10/11/2021,13:25:12,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
156,10/11/2021,13:25:13,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
157,10/11/2021,13:25:14,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
158,10/11/2021,13:25:15,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
159,10/11/2021,13:25:16,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
160,10/11/2021,13:25:17,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
161,10/11/2021,13:25:18,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
162,10/11/2021,13:25:19,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
163,10/11/2021,13:25:20,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
164,10/11/2021,13:25:21,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
165,10/11/2021,13:25:22,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
166,10/11/2021,13:25:23,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
167,10/11/2021,13:25:24,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
168,10/11/2021,13:25:25,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
169,10/11/2021,13:25:26,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
170,10/11/2021,13:25:27,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
171,10/11/2021,13:25:28,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
172,10/11/2021,13:25:29,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
173,10/11/2021,13:25:30,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
174,10/11/2021,13:25:31,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
175,10/11/2021,13:25:32,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
176,10/11/2021,13:25:33,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
177,10/11/2021,13:25:34,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
178,10/11/2021,13:25:35,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
179,10/11/2021,13:25:36,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
180,10/11/2021,13:25:37,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
181,10/11/2021,13:25:38,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
182,10/11/2021,13:25:39,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
183,10/11/2021,13:25:40,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
184,10/11/2021,13:25:41,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
185,10/11/2021,13:25:42,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
186,10/11/2021,13:25:43,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
187,10/11/2021,13:25:44,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
188,10/11/2021,13:25:45,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
189,10/11/2021,13:25:46,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
190,10/11/2021,13:25:47,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
191,10/11/2021,13:25:48,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
192,10/11/2021,13:25:49,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
193,10/11/2021,13:25:50,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
194,10/11/2021,13:25:51,24.2,T1 KTemp C,E,24.6,T2 KTemp C,A,9999,T3 KTemp C,9999,T4 KTemp C,415
